,0,1,2,3,4,5,6,7,8,9
Tuned,0.7358490566037735,0.6981132075471698,0.660377358490566,0.6981132075471698,0.7358490566037735,0.6792452830188679,0.6981132075471698,0.6792452830188679,0.6981132075471698,0.6792452830188679
Default,0.6792452830188679,0.6981132075471698,0.6415094339622641,0.6981132075471698,0.6415094339622641,0.660377358490566,0.6226415094339622,0.6226415094339622,0.6981132075471698,0.6226415094339622
