,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
RF,0.5018867924528302,0.5556603773584906,0.6886792452830188,0.6452830188679245,0.5207547169811321,0.5622641509433962,0.539622641509434,0.5811320754716981,0.5584905660377358,0.5792452830188679,0.5641509433962264,0.5113207547169811,0.5471698113207547,0.5452830188679245,0.5132075471698113
LR,0.5370370370370371,0.6666666666666666,0.6037735849056604,0.5849056603773585,0.5094339622641509,0.49056603773584906,0.49056603773584906,0.5471698113207547,0.5283018867924528,0.5849056603773585,0.5471698113207547,0.5660377358490566,0.4716981132075472,0.49056603773584906,0.4716981132075472
SVM,0.5370370370370371,0.5555555555555556,0.5660377358490566,0.6792452830188679,0.37735849056603776,0.5283018867924528,0.5660377358490566,0.6037735849056604,0.6037735849056604,0.5471698113207547,0.5660377358490566,0.5283018867924528,0.4528301886792453,0.41509433962264153,0.4528301886792453
GB,0.4660377358490566,0.5037735849056604,0.6339622641509434,0.5811320754716981,0.4018867924528302,0.6226415094339622,0.6490566037735849,0.5037735849056604,0.5415094339622641,0.46226415094339623,0.5830188679245283,0.4716981132075472,0.5320754716981132,0.5415094339622641,0.5037735849056604
XGB,0.4669811320754717,0.5018867924528302,0.6415094339622641,0.5471698113207547,0.37735849056603776,0.660377358490566,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5849056603773585,0.5660377358490566,0.5471698113207547,0.5094339622641509,0.4716981132075472,0.41509433962264153
KNN,0.5,0.6666666666666666,0.5660377358490566,0.5471698113207547,0.6037735849056604,0.5471698113207547,0.5660377358490566,0.5471698113207547,0.6226415094339622,0.5660377358490566,0.5660377358490566,0.5283018867924528,0.5849056603773585,0.5283018867924528,0.41509433962264153
baseline,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528
