,0,1,2,3,4,5,6,7,8,9
Tuned,0.8214285714285714,0.7857142857142857,0.7142857142857143,0.75,0.7857142857142857,0.7142857142857143,0.75,0.7142857142857143,0.75,0.7142857142857143
Default,0.75,0.7857142857142857,0.6071428571428571,0.7142857142857143,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.75,0.6785714285714286
